1613	MatrixUtils.java	solveLowerTriangularSystem	b	RealVector	0	DimensionMismatchException	$ == null
13028	MatrixUtils.java	solveLowerTriangularSystem	i	int	0	NIL-FOR	$ < rows
13028	MatrixUtils.java	solveLowerTriangularSystem	rows	int	0	NIL-FOR	i < $
1616	MatrixUtils.java	solveUpperTriangularSystem	rm	RealMatrix	0	DimensionMismatchException	$ == null
1616	MatrixUtils.java	solveUpperTriangularSystem	b	RealVector	0	DimensionMismatchException	$ == null
2779	MaxEval.java	MaxEval	max	int	0	NotStrictlyPositiveException	$ <= 0
2780	MaxIter.java	MaxIter	max	int	0	NotStrictlyPositiveException	$ <= 0
3147	MersenneTwister.java	setSeed	seed	int[]	0	RET	$ == null
14179	MersenneTwister.java	setSeed	k	int	0	NIL-FOR	$ != 0
14180	MersenneTwister.java	setSeed	k	int	0	NIL-FOR	$ != 0
3955	MicrosphereInterpolatingFunction.java	MicrosphereInterpolatingFunction	xval	double[][]	0	NullArgumentException	$ == null
3955	MicrosphereInterpolatingFunction.java	MicrosphereInterpolatingFunction	yval	double[]	0	NullArgumentException	$ == null
3956	MicrosphereInterpolatingFunction.java	MicrosphereInterpolatingFunction	xval	double[][]	0	NoDataException	$.length == 0
14550	MicrosphereInterpolatingFunction.java	MicrosphereInterpolatingFunction	xval	double[][]	0	NIL-FOR	i < $.length
3959	MicrosphereInterpolatingFunction.java	MicrosphereInterpolatingFunction	xvalI	double[]	0	NullArgumentException	$ == null
14551	MicrosphereInterpolatingFunction.java	MicrosphereInterpolatingFunction	microsphereElements	int	0	NIL-FOR	i < $
3962	MicrosphereInterpolatingFunction.java	value	sd	Entry<RealVector,Double>	0	DEF	$ != null
3987	MicrosphereInterpolator.java	MicrosphereInterpolator	exponent	int	0	NotPositiveException	$ < 0
3988	MicrosphereInterpolator.java	MicrosphereInterpolator	elements	int	0	NotStrictlyPositiveException	$ <= 0
14758	MidPointIntegrator.java	stage	np	long	0	NIL-FOR	i < $
2527	MillerUpdatingRegression.java	MillerUpdatingRegression	includeConstant	boolean	1	DEF	$
2528	MillerUpdatingRegression.java	MillerUpdatingRegression	errorTolerance	double	1	DEF	$ > 0
2531	MillerUpdatingRegression.java	addObservations	x	double[][]	0	ModelSpecificationException	$ == null
2531	MillerUpdatingRegression.java	addObservations	y	double[]	0	ModelSpecificationException	$ == null
2532	MillerUpdatingRegression.java	addObservations	x	double[][]	0	ModelSpecificationException	$.length == 0
13779	MillerUpdatingRegression.java	addObservations	x	double[][]	0	NIL-FOR	i < $.length
13780	MillerUpdatingRegression.java	include	x	double[]	0	NIL-FOR	i < $.length
2534	MillerUpdatingRegression.java	include	w	double	0	RET	$ == 0.0
2535	MillerUpdatingRegression.java	include	xi	double	0	DEF	$ == 0.0
13785	MillerUpdatingRegression.java	tolset	col	int	0	NIL-FOR	row < $
13787	MillerUpdatingRegression.java	regcf	nreq	int	0	NIL-FOR	j < $
2547	MillerUpdatingRegression.java	regcf	rankProblem	boolean	0	DEF	$
13788	MillerUpdatingRegression.java	regcf	nreq	int	0	NIL-FOR	i < $
13793	MillerUpdatingRegression.java	ss	i	int	0	NIL-FOR	$ > 0
13794	MillerUpdatingRegression.java	cov	nreq	int	0	NIL-FOR	i < $
13795	MillerUpdatingRegression.java	cov	nreq	int	0	NIL-FOR	row < $
13796	MillerUpdatingRegression.java	cov	nreq	int	0	NIL-FOR	col < $
13797	MillerUpdatingRegression.java	cov	nreq	int	0	NIL-FOR	k < $
13798	MillerUpdatingRegression.java	inverse	row	int	0	NIL-FOR	$ > 0
13802	MillerUpdatingRegression.java	getPartialCorrelations	col	int	0	NIL-FOR	row < $
13805	MillerUpdatingRegression.java	getPartialCorrelations	col1	int	0	NIL-FOR	row < $
2571	MillerUpdatingRegression.java	vmove	bSkipTo40	boolean	0	DEF	$
2572	MillerUpdatingRegression.java	vmove	m	int	0	DEF	$ > 0
13812	MillerUpdatingRegression.java	vmove	row	int	0	NIL-FOR	$ < m
13812	MillerUpdatingRegression.java	vmove	m	int	0	NIL-FOR	row < $
13814	MillerUpdatingRegression.java	reorderRegressors	list	int[]	0	NIL-FOR	j < $.length
13816	MillerUpdatingRegression.java	getDiagonalOfHatMatrix	col	int	0	NIL-FOR	row < $
13818	MillerUpdatingRegression.java	regress	numberOfRegressors	int	0	NIL-FOR	i < $
2583	MillerUpdatingRegression.java	regress	needsReorder	boolean	1	RET	$
13820	MillerUpdatingRegression.java	regress	numberOfRegressors	int	0	NIL-FOR	j < $
13821	MillerUpdatingRegression.java	regress	beta	double[]	0	NIL-FOR	i < $.length
13822	MillerUpdatingRegression.java	regress	i	int	0	NIL-FOR	j <= $
13823	MillerUpdatingRegression.java	regress	variablesToInclude	int[]	0	NIL-FOR	i < $.length
2589	MillerUpdatingRegression.java	regress	i	int	0	DEF	$ > 0
2590	MillerUpdatingRegression.java	regress	iExclude	int	1	DEF	$ > 0
13824	MillerUpdatingRegression.java	regress	variablesToInclude	int[]	0	NIL-FOR	i < $.length
2594	MillerUpdatingRegression.java	regress	needsReorder	boolean	1	RET	$
13827	MillerUpdatingRegression.java	regress	series	int[]	0	NIL-FOR	i < $.length
13829	MillerUpdatingRegression.java	regress	beta	double[]	0	NIL-FOR	i < $.length
13830	MillerUpdatingRegression.java	regress	i	int	0	NIL-FOR	j <= $
12489	MixtureMultivariateNormalDistribution.java	createComponents	weights	double[]	0	NIL-FOR	i < $.length
12508	MixtureMultivariateRealDistribution.java	MixtureMultivariateRealDistribution	numComp	int	0	NIL-FOR	i < $
1240	MixtureMultivariateRealDistribution.java	MixtureMultivariateRealDistribution	weightSum	double	0	MathArithmeticException	Double.isInfinite($)
12509	MixtureMultivariateRealDistribution.java	MixtureMultivariateRealDistribution	numComp	int	0	NIL-FOR	i < $
1242	MixtureMultivariateRealDistribution.java	sample	vals	double[]	0	DEF	$ == null
4111	MullerSolver.java	solve	bisect	boolean	1	DEF	$
4104	MullerSolver2.java	doSolve	denominator	double	1	DEF	$ != 0
13890	MultiDirectionalSimplex.java	evaluateNewSimplex	j	int	0	NIL-FOR	$ < dim
13890	MultiDirectionalSimplex.java	evaluateNewSimplex	dim	int	0	NIL-FOR	j < $
13460	MultiDirectionalSimplex.java	evaluateNewSimplex	j	int	0	NIL-FOR	$ < dim
13460	MultiDirectionalSimplex.java	evaluateNewSimplex	dim	int	0	NIL-FOR	j < $
12349	MultidimensionalCounter.java	MultidimensionalCounter	j	int	0	NIL-FOR	$ < dimension
109	MultidimensionalCounter.java	MultidimensionalCounter	tS	int	0	NotStrictlyPositiveException	$ <= 0
110	MultidimensionalCounter.java	getCounts	index	int	0	OutOfRangeException	$ < 0
12352	MultidimensionalCounter.java	getCount	THIS	MultidimensionalCounter	0	NIL-FOR	i < $.dimension
12352	MultidimensionalCounter.java	getCount	i	int	0	NIL-FOR	$ < dimension
112	MultidimensionalCounter.java	getCount	index	int	0	OutOfRangeException	$ < 0
12353	MultidimensionalCounter.java	toString	THIS	MultidimensionalCounter	0	NIL-FOR	i < $.dimension
12353	MultidimensionalCounter.java	toString	i	int	0	NIL-FOR	$ < dimension
14080	MultivariateFunctionMappingAdapter.java	MultivariateFunctionMappingAdapter	lower	double[]	0	NIL-FOR	i < $.length
13654	MultivariateFunctionMappingAdapter.java	MultivariateFunctionMappingAdapter	lower	double[]	0	NIL-FOR	i < $.length
14077	MultivariateFunctionPenaltyAdapter.java	MultivariateFunctionPenaltyAdapter	lower	double[]	0	NIL-FOR	i < $.length
13651	MultivariateFunctionPenaltyAdapter.java	MultivariateFunctionPenaltyAdapter	lower	double[]	0	NIL-FOR	i < $.length
12469	MultivariateNormalDistribution.java	MultivariateNormalDistribution	i	int	0	NIL-FOR	$ < dim
12469	MultivariateNormalDistribution.java	MultivariateNormalDistribution	dim	int	0	NIL-FOR	i < $
12470	MultivariateNormalDistribution.java	MultivariateNormalDistribution	covMatEigenvalues	double[]	0	NIL-FOR	i < $.length
12471	MultivariateNormalDistribution.java	MultivariateNormalDistribution	v	int	0	NIL-FOR	$ < dim
12472	MultivariateNormalDistribution.java	MultivariateNormalDistribution	row	int	0	NIL-FOR	$ < dim
12472	MultivariateNormalDistribution.java	MultivariateNormalDistribution	dim	int	0	NIL-FOR	row < $
12473	MultivariateNormalDistribution.java	MultivariateNormalDistribution	col	int	0	NIL-FOR	$ < dim
12473	MultivariateNormalDistribution.java	MultivariateNormalDistribution	dim	int	0	NIL-FOR	col < $
12474	MultivariateNormalDistribution.java	getStandardDeviations	i	int	0	NIL-FOR	$ < dim
12474	MultivariateNormalDistribution.java	getStandardDeviations	dim	int	0	NIL-FOR	i < $
12475	MultivariateNormalDistribution.java	sample	i	int	0	NIL-FOR	$ < dim
12475	MultivariateNormalDistribution.java	sample	dim	int	0	NIL-FOR	i < $
12476	MultivariateNormalDistribution.java	sample	i	int	0	NIL-FOR	$ < dim
12476	MultivariateNormalDistribution.java	sample	dim	int	0	NIL-FOR	i < $
12477	MultivariateNormalDistribution.java	getExponentTerm	centered	double[]	0	NIL-FOR	i < $.length
12478	MultivariateNormalDistribution.java	getExponentTerm	preMultiplied	double[]	0	NIL-FOR	i < $.length
12490	MultivariateNormalMixtureExpectationMaximization.java	MultivariateNormalMixtureExpectationMaximization	i	int	0	NIL-FOR	$ < data.length
12490	MultivariateNormalMixtureExpectationMaximization.java	MultivariateNormalMixtureExpectationMaximization	data	double[][]	0	NIL-FOR	i < $.length
12492	MultivariateNormalMixtureExpectationMaximization.java	fit	j	int	0	NIL-FOR	$ < k
12492	MultivariateNormalMixtureExpectationMaximization.java	fit	k	int	0	NIL-FOR	j < $
12493	MultivariateNormalMixtureExpectationMaximization.java	fit	i	int	0	NIL-FOR	$ < n
12493	MultivariateNormalMixtureExpectationMaximization.java	fit	n	int	0	NIL-FOR	i < $
12494	MultivariateNormalMixtureExpectationMaximization.java	fit	j	int	0	NIL-FOR	$ < k
12494	MultivariateNormalMixtureExpectationMaximization.java	fit	k	int	0	NIL-FOR	j < $
12495	MultivariateNormalMixtureExpectationMaximization.java	fit	numCols	int	0	NIL-FOR	col < $
12496	MultivariateNormalMixtureExpectationMaximization.java	fit	j	int	0	NIL-FOR	$ < k
12496	MultivariateNormalMixtureExpectationMaximization.java	fit	k	int	0	NIL-FOR	j < $
12497	MultivariateNormalMixtureExpectationMaximization.java	fit	numCols	int	0	NIL-FOR	col < $
12498	MultivariateNormalMixtureExpectationMaximization.java	fit	j	int	0	NIL-FOR	$ < k
12498	MultivariateNormalMixtureExpectationMaximization.java	fit	k	int	0	NIL-FOR	j < $
12499	MultivariateNormalMixtureExpectationMaximization.java	fit	i	int	0	NIL-FOR	$ < n
12499	MultivariateNormalMixtureExpectationMaximization.java	fit	n	int	0	NIL-FOR	i < $
12500	MultivariateNormalMixtureExpectationMaximization.java	fit	j	int	0	NIL-FOR	$ < k
12500	MultivariateNormalMixtureExpectationMaximization.java	fit	k	int	0	NIL-FOR	j < $
12501	MultivariateNormalMixtureExpectationMaximization.java	fit	j	int	0	NIL-FOR	$ < k
12501	MultivariateNormalMixtureExpectationMaximization.java	fit	k	int	0	NIL-FOR	j < $
12502	MultivariateNormalMixtureExpectationMaximization.java	estimate	numRows	int	0	NIL-FOR	i < $
12504	MultivariateNormalMixtureExpectationMaximization.java	estimate	maxIndex	int	0	NIL-FOR	i < $
12505	MultivariateNormalMixtureExpectationMaximization.java	estimate	numCols	int	0	NIL-FOR	j < $
13658	MultivariateSummaryStatistics.java	MultivariateSummaryStatistics	i	int	0	NIL-FOR	$ < k
13658	MultivariateSummaryStatistics.java	MultivariateSummaryStatistics	k	int	0	NIL-FOR	i < $
13659	MultivariateSummaryStatistics.java	addValue	i	int	0	NIL-FOR	$ < k
13660	MultivariateSummaryStatistics.java	getResults	results	double[]	0	NIL-FOR	i < $.length
13661	MultivariateSummaryStatistics.java	getStandardDeviation	i	int	0	NIL-FOR	$ < k
13662	MultivariateSummaryStatistics.java	append	i	int	0	NIL-FOR	$ < data.length
13662	MultivariateSummaryStatistics.java	append	data	double[]	0	NIL-FOR	i < $.length
2236	MultivariateSummaryStatistics.java	append	i	int	0	DEF	$ > 0
13663	MultivariateSummaryStatistics.java	clear	i	int	0	NIL-FOR	$ < k
3205	NPointCrossover.java	NPointCrossover	crossoverPoints	int	0	NotStrictlyPositiveException	$ <= 0
14212	NPointCrossover.java	mate	crossoverIndex	int	0	NIL-FOR	j < $
14213	NPointCrossover.java	mate	length	int	0	NIL-FOR	j < $
13759	NaturalRanking.java	rank	i	int	0	NIL-FOR	$ < data.length
13759	NaturalRanking.java	rank	data	double[]	0	NIL-FOR	i < $.length
13760	NaturalRanking.java	rank	ranks	IntDoublePair[]	0	NIL-FOR	i < $.length
13761	NaturalRanking.java	removeNaNs	ranks	IntDoublePair[]	0	NIL-FOR	i < $.length
13763	NaturalRanking.java	recodeNaNs	ranks	IntDoublePair[]	0	NIL-FOR	i < $.length
13764	NaturalRanking.java	containsNaNs	ranks	IntDoublePair[]	0	NIL-FOR	i < $.length
13765	NaturalRanking.java	resolveTie	iterator	Iterator<Integer>	0	NIL-WHILE	$.hasNext()
13766	NaturalRanking.java	resolveTie	iterator	Iterator<Integer>	0	NIL-WHILE	$.hasNext()
13767	NaturalRanking.java	fill	iterator	Iterator<Integer>	0	NIL-WHILE	$.hasNext()
13768	NaturalRanking.java	restoreNaNs	iterator	Iterator<Integer>	0	NIL-WHILE	$.hasNext()
13769	NaturalRanking.java	getNanPositions	ranks	IntDoublePair[]	0	NIL-FOR	i < $.length
14067	NelderMeadSimplex.java	iterate	i	int	0	NIL-FOR	$ < n
14067	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	i < $
14068	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
14068	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
14069	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
14069	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
14070	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
14070	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
14071	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
14071	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
14072	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
14072	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
14073	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
14073	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
14074	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	i <= $
14075	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
14075	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
13637	NelderMeadSimplex.java	iterate	i	int	0	NIL-FOR	$ < n
13637	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	i < $
13638	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
13638	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
13639	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
13639	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
13640	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
13640	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
13641	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
13641	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
13642	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
13642	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
13643	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
13643	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
13644	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	i <= $
13645	NelderMeadSimplex.java	iterate	j	int	0	NIL-FOR	$ < n
13645	NelderMeadSimplex.java	iterate	n	int	0	NIL-FOR	j < $
12448	NestedLoops.java	NestedLoops	loop	Vector2D[]	0	NIL-FOR	i < $.length
12449	NestedLoops.java	add	iterator	Iterator<NestedLoops>	0	NIL-FOR	$.hasNext()
14084	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
14084	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
14085	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
14085	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
3056	NonLinearConjugateGradientOptimizer.java	doOptimize	previous	PointValuePair	0	RET	$ != null
14086	NonLinearConjugateGradientOptimizer.java	doOptimize	point	double[]	0	NIL-FOR	i < $.length
14087	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
14087	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
14088	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
14088	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
14089	NonLinearConjugateGradientOptimizer.java	doOptimize	r	double[]	0	NIL-FOR	i < $.length
3058	NonLinearConjugateGradientOptimizer.java	doOptimize	beta	double	1	DEF	$ < 0
14090	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
14090	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
1956	NonLinearConjugateGradientOptimizer.java	setInitialStep	initialStep	double	1	DEF	$ <= 0
13432	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
13432	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
13433	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
13433	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
1958	NonLinearConjugateGradientOptimizer.java	doOptimize	previous	PointValuePair	0	RET	$ != null
13435	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
13435	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
13436	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
13436	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
13437	NonLinearConjugateGradientOptimizer.java	doOptimize	r	double[]	0	NIL-FOR	i < $.length
1961	NonLinearConjugateGradientOptimizer.java	doOptimize	beta	double	1	DEF	$ < 0
13438	NonLinearConjugateGradientOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
13438	NonLinearConjugateGradientOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
14310	NordsieckStepInterpolator.java	rescale	nData	double[][]	0	NIL-FOR	i < $.length
14311	NordsieckStepInterpolator.java	rescale	nDataI	double[]	0	NIL-FOR	j < $.length
14312	NordsieckStepInterpolator.java	computeInterpolatedStateAndDerivatives	i	int	0	NIL-FOR	$ >= 0
14313	NordsieckStepInterpolator.java	computeInterpolatedStateAndDerivatives	nDataI	double[]	0	NIL-FOR	j < $.length
14315	NordsieckStepInterpolator.java	writeExternal	j	int	0	NIL-FOR	$ < n
14315	NordsieckStepInterpolator.java	writeExternal	n	int	0	NIL-FOR	j < $
3409	NordsieckStepInterpolator.java	readExternal	hasScaled	boolean	1	DEF	$
14316	NordsieckStepInterpolator.java	readExternal	j	int	0	NIL-FOR	$ < n
14316	NordsieckStepInterpolator.java	readExternal	n	int	0	NIL-FOR	j < $
3410	NordsieckStepInterpolator.java	readExternal	hasNordsieck	boolean	1	DEF	$
3411	NordsieckStepInterpolator.java	readExternal	hasScaled	boolean	1	DEF	$
3411	NordsieckStepInterpolator.java	readExternal	hasNordsieck	boolean	1	DEF	$
1112	NormalDistribution.java	NormalDistribution	sd	double	0	NotStrictlyPositiveException	$ <= 0
1114	NormalDistribution.java	inverseCumulativeProbability	p	double	0	OutOfRangeException	$ < 0.0
13831	OLSMultipleLinearRegression.java	calculateHat	i	int	0	NIL-FOR	$ < n
13831	OLSMultipleLinearRegression.java	calculateHat	n	int	0	NIL-FOR	i < $
13832	OLSMultipleLinearRegression.java	calculateHat	j	int	0	NIL-FOR	$ < n
13832	OLSMultipleLinearRegression.java	calculateHat	n	int	0	NIL-FOR	j < $
2597	OLSMultipleLinearRegression.java	calculateHat	p	int	1	DEF	i < $
14229	OnePointCrossover.java	crossover	crossoverIndex	int	0	NIL-FOR	i < $
14230	OnePointCrossover.java	crossover	length	int	0	NIL-FOR	i < $
2400	OneWayAnova.java	anovaTest	alpha	double	0	OutOfRangeException	$ <= 0
2401	OneWayAnova.java	anovaStats	allowOneElementData	boolean	0	DimensionMismatchException	$
239	OpenIntToDoubleHashMap.java	computeCapacity	expectedSize	int	0	RET	$ == 0
258	OpenIntToDoubleHashMap.java	put	index	int	0	DEF	$ < 0
259	OpenIntToDoubleHashMap.java	put	newMapping	boolean	0	DEF	$
12404	OpenIntToDoubleHashMap.java	growTable	oldLength	int	0	NIL-FOR	i < $
527	OpenIntToFieldHashMap.java	computeCapacity	expectedSize	int	0	RET	$ == 0
546	OpenIntToFieldHashMap.java	put	index	int	0	DEF	$ < 0
547	OpenIntToFieldHashMap.java	put	newMapping	boolean	0	DEF	$
12417	OpenIntToFieldHashMap.java	growTable	oldLength	int	0	NIL-FOR	i < $
13338	OpenMapRealMatrix.java	add	iterator	Iterator	0	NIL-FOR	$.hasNext()
13339	OpenMapRealMatrix.java	subtract	iterator	Iterator	0	NIL-FOR	$.hasNext()
13340	OpenMapRealMatrix.java	multiply	iterator	Iterator	0	NIL-FOR	$.hasNext()
13341	OpenMapRealMatrix.java	multiply	outCols	int	0	NIL-FOR	j < $
13342	OpenMapRealMatrix.java	multiply	iterator	Iterator	0	NIL-FOR	$.hasNext()
13343	OpenMapRealMatrix.java	multiply	outCols	int	0	NIL-FOR	j < $
1809	OpenMapRealMatrix.java	multiply	outValue	double	1	DEF	$ == 0.0
1810	OpenMapRealMatrix.java	setEntry	value	double	1	DEF	$ == 0.0
1811	OpenMapRealMatrix.java	addToEntry	value	double	1	DEF	$ == 0.0
1812	OpenMapRealMatrix.java	multiplyEntry	value	double	1	DEF	$ == 0.0
13266	OpenMapRealVector.java	add	iter	Iterator	0	NIL-WHILE	$.hasNext()
13267	OpenMapRealVector.java	append	iter	Iterator	0	NIL-WHILE	$.hasNext()
13269	OpenMapRealVector.java	ebeDivide	i	int	0	NIL-FOR	$ < n
13269	OpenMapRealVector.java	ebeDivide	n	int	0	NIL-FOR	i < $
13270	OpenMapRealVector.java	ebeMultiply	iter	Iterator	0	NIL-WHILE	$.hasNext()
1748	OpenMapRealVector.java	ebeMultiply	v	RealVector	0	DEF	$.isNaN()
13271	OpenMapRealVector.java	ebeMultiply	i	int	0	NIL-FOR	$ < n
13271	OpenMapRealVector.java	ebeMultiply	n	int	0	NIL-FOR	i < $
1749	OpenMapRealVector.java	ebeMultiply	y	double	1	DEF	Double.isNaN($)
1750	OpenMapRealVector.java	ebeMultiply	y	double	0	DEF	Double.isInfinite($)
1751	OpenMapRealVector.java	getSubVector	n	int	0	NotPositiveException	$ < 0
13272	OpenMapRealVector.java	getSubVector	iter	Iterator	0	NIL-WHILE	$.hasNext()
13273	OpenMapRealVector.java	getDistance	iter	Iterator	0	NIL-WHILE	$.hasNext()
13274	OpenMapRealVector.java	getDistance	iter	Iterator	0	NIL-WHILE	$.hasNext()
13275	OpenMapRealVector.java	getL1Distance	iter	Iterator	0	NIL-WHILE	$.hasNext()
13276	OpenMapRealVector.java	getL1Distance	iter	Iterator	0	NIL-WHILE	$.hasNext()
13277	OpenMapRealVector.java	getLInfDistance	iter	Iterator	0	NIL-WHILE	$.hasNext()
13278	OpenMapRealVector.java	getLInfDistance	iter	Iterator	0	NIL-WHILE	$.hasNext()
13279	OpenMapRealVector.java	isInfinite	iter	Iterator	0	NIL-WHILE	$.hasNext()
1760	OpenMapRealVector.java	isInfinite	value	double	0	RET	Double.isNaN($)
1761	OpenMapRealVector.java	isInfinite	value	double	0	DEF	Double.isInfinite($)
13280	OpenMapRealVector.java	isNaN	iter	Iterator	0	NIL-WHILE	$.hasNext()
13284	OpenMapRealVector.java	subtract	iter	Iterator	0	NIL-WHILE	$.hasNext()
13285	OpenMapRealVector.java	unitize	iter	Iterator	0	NIL-WHILE	$.hasNext()
13286	OpenMapRealVector.java	toArray	iter	Iterator	0	NIL-WHILE	$.hasNext()
13287	OpenMapRealVector.java	hashCode	iter	Iterator	0	NIL-WHILE	$.hasNext()
1768	OpenMapRealVector.java	equals	obj	Object	0	RET	this == $
13288	OpenMapRealVector.java	equals	iter	Iterator	0	NIL-WHILE	$.hasNext()
13289	OpenMapRealVector.java	equals	iter	Iterator	0	NIL-WHILE	$.hasNext()
14232	OrderedCrossover.java	mate	length	int	0	NIL-FOR	i <= $
12423	OrderedTuple.java	OrderedTuple	components	double	0	NIL-FOR	i < $.length
568	OrderedTuple.java	OrderedTuple	m	long	0	DEF	$ != 0
12426	OrderedTuple.java	compareTo	limit	int	0	NIL-FOR	i < $
585	OrderedTuple.java	equals	THIS	OrderedTuple	1	RET	$ == other
585	OrderedTuple.java	equals	other	Object	1	RET	this == $
12427	OrderedTuple.java	computeMSB	scale	int	0	NIL-WHILE	$ != 0
12428	OrderedTuple.java	computeLSB	scale	int	0	NIL-WHILE	$ != 0
589	OrderedTuple.java	getBit	e	int	1	RET	k < $
12437	OutlineExtractor.java	getOutline	outline	Vector2D[][]	0	NIL-FOR	i < $.length
12438	OutlineExtractor.java	getOutline	end	int	0	NIL-WHILE	j < $
171	Pair.java	equals	o	Object	0	RET	this == $
14302	ParameterJacobianWrapper.java	computeParameterJacobian	i	int	0	NIL-FOR	$ < n
14302	ParameterJacobianWrapper.java	computeParameterJacobian	n	int	0	NIL-FOR	i < $
1243	ParetoDistribution.java	ParetoDistribution	scale	double	0	NotStrictlyPositiveException	$ <= 0
1244	ParetoDistribution.java	ParetoDistribution	shape	double	0	NotStrictlyPositiveException	$ <= 0
1161	PascalDistribution.java	PascalDistribution	r	int	0	NotStrictlyPositiveException	$ <= 0
1162	PascalDistribution.java	PascalDistribution	p	double	0	OutOfRangeException	$ > 1
1162	PascalDistribution.java	PascalDistribution	p	double	0	OutOfRangeException	$ < 0
1163	PascalDistribution.java	probability	x	int	1	DEF	$ < 0
1164	PascalDistribution.java	cumulativeProbability	x	int	1	DEF	$ < 0
2475	PearsonsCorrelation.java	PearsonsCorrelation	covarianceMatrix	RealMatrix	0	NullArgumentException	$ == null
13742	PearsonsCorrelation.java	getCorrelationStandardErrors	nVars	int	0	NIL-FOR	i < $
13743	PearsonsCorrelation.java	getCorrelationStandardErrors	nVars	int	0	NIL-FOR	j < $
13744	PearsonsCorrelation.java	getCorrelationPValues	nVars	int	0	NIL-FOR	i < $
13745	PearsonsCorrelation.java	getCorrelationPValues	nVars	int	0	NIL-FOR	j < $
13746	PearsonsCorrelation.java	computeCorrelationMatrix	nVars	int	0	NIL-FOR	i < $
13747	PearsonsCorrelation.java	computeCorrelationMatrix	i	int	0	NIL-FOR	j < $
13749	PearsonsCorrelation.java	covarianceToCorrelation	nVars	int	0	NIL-FOR	i < $
13750	PearsonsCorrelation.java	covarianceToCorrelation	i	int	0	NIL-FOR	j < $
2345	Percentile.java	setData	values	double[]	1	DEF	$ == null
2346	Percentile.java	setData	values	double[]	1	DEF	$ == null
